sheet,section,variable_name,label,field_type,values,value_label,instrument,search_text
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_sf_vision_sev,"Problemen met het gezichtsvermogen (wazig zien, gevoeligheid voor licht, moeite met lezen of focussen, vlekjes, flitsende lichten, sneeuw) Ernst:",radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_sf_vision_sev | Problemen met het gezichtsvermogen (wazig zien, gevoeligheid voor licht, moeite met lezen of focussen, vlekjes, flitsende lichten, sneeuw) Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_sf_cough_freq,Aanhoudende (chronische) hoest Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_sf_cough_freq | Aanhoudende (chronische) hoest Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_sf_cough_sev,Aanhoudende (chronische) hoest Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_sf_cough_sev | Aanhoudende (chronische) hoest Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_sf_smelltaste_freq,Aanhoudende (chronische) hoest Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_sf_smelltaste_freq | Aanhoudende (chronische) hoest Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_sf_smelltaste_sev,Aanhoudende (chronische) hoest Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_sf_smelltaste_sev | Aanhoudende (chronische) hoest Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_sf_changesex_freq,"Veranderingen in verlangen naar, comfort met, of vermogen tot seks Frequentie:",radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_sf_changesex_freq | Veranderingen in verlangen naar, comfort met, of vermogen tot seks Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_sf_changesex_sev,"Veranderingen in verlangen naar, comfort met, of vermogen tot seks Ernst:",radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_sf_changesex_sev | Veranderingen in verlangen naar, comfort met, of vermogen tot seks Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_abmovement_freq_3,Abnormale bewegingen Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_abmovement_freq_3 | Abnormale bewegingen Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_abmovement_sev_3,Abnormale bewegingen Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_abmovement_sev_3 | Abnormale bewegingen Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_sf_hairloss_freq,Haaruitval Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_sf_hairloss_freq | Haaruitval Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_sf_hairloss_sev,Haaruitval Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_sf_hairloss_sev | Haaruitval Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_sf_thirst_freq,Overmatige dorst Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_sf_thirst_freq | Overmatige dorst Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_sf_thirst_sev,Overmatige dorst Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_sf_thirst_sev | Overmatige dorst Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_sf_rash_freq,Huiduitslag Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_sf_rash_freq | Huiduitslag Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
3. Symptoms,Deze vragenlijst gaat over symptomen,dsq_sf_rash_sev,Huiduitslag Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",,"3. Symptoms | Deze vragenlijst gaat over symptomen |  | dsq_sf_rash_sev | Huiduitslag Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
3. Symptoms,GSRS Vragenlijst Maag- Darmklachten,gsrs_stomachpain,Heeft u last gehad van PIJN OF ONGEMAK IN DE BUIK OF DE MAAGSTREEK?,radio,"1,
2,
3,
4,
5,
6,
7","Geen enkel ongemak,
Licht ongemak,
Mild ongemak,
Matig ongemak,
Redelijk ernstig ongemak,
Ernstig ongemak,
Zeer ernstig ongemak",,"3. Symptoms | GSRS Vragenlijst Maag- Darmklachten |  | gsrs_stomachpain | Heeft u last gehad van PIJN OF ONGEMAK IN DE BUIK OF DE MAAGSTREEK? | radio | 1,
2,
3,
4,
5,
6,
7 | Geen enkel ongemak,
Licht ongemak,
Mild ongemak,
Matig ongemak,
Redelijk ernstig ongemak,
Ernstig ongemak,
Zeer ernstig ongemak"
3. Symptoms,GSRS Vragenlijst Maag- Darmklachten,gsrs_stomachacid,Heeft u last gehad van BRANDEND MAAGZUUR? Met brandend maagzuur wordt bedoeld een pijnlijk of branderig onbehaaglijk gevoel achter het borstbeen.,radio,"1,
2,
3,
4,
5,
6,
7","Geen enkel ongemak,
Licht ongemak,
Mild ongemak,
Matig ongemak,
Redelijk ernstig ongemak,
Ernstig ongemak,
Zeer ernstig ongemak",,"3. Symptoms | GSRS Vragenlijst Maag- Darmklachten |  | gsrs_stomachacid | Heeft u last gehad van BRANDEND MAAGZUUR? Met brandend maagzuur wordt bedoeld een pijnlijk of branderig onbehaaglijk gevoel achter het borstbeen. | radio | 1,
2,
3,
4,
5,
6,
7 | Geen enkel ongemak,
Licht ongemak,
Mild ongemak,
Matig ongemak,
Redelijk ernstig ongemak,
Ernstig ongemak,
Zeer ernstig ongemak"
3. Symptoms,GSRS Vragenlijst Maag- Darmklachten,gsrs_recurringacidmouth,Heeft u last gehad van TERUGKOMEND ZUUR IN DE MOND? Met terugkomend zuur wordt bedoeld plotseling opkomende oprispingen van brandend maagzuur.,radio,"1,
2,
3,
4,
5,
6,
7","Geen enkel ongemak,
Licht ongemak,
Mild ongemak,
Matig ongemak,
Redelijk ernstig ongemak,
Ernstig ongemak,
Zeer ernstig ongemak",,"3. Symptoms | GSRS Vragenlijst Maag- Darmklachten |  | gsrs_recurringacidmouth | Heeft u last gehad van TERUGKOMEND ZUUR IN DE MOND? Met terugkomend zuur wordt bedoeld plotseling opkomende oprispingen van brandend maagzuur. | radio | 1,
2,
3,
4,
5,
6,
7 | Geen enkel ongemak,
Licht ongemak,
Mild ongemak,
Matig ongemak,
Redelijk ernstig ongemak,
Ernstig ongemak,
Zeer ernstig ongemak"
3. Symptoms,GSRS Vragenlijst Maag- Darmklachten,gsrs_emptyfeelstomach,Heeft u last gehad van een LEEG GEVOEL in de maag? Met een leeg gevoel bedoelen wij hier een hongerig gevoel in de maag met behoefte om tussen de maaltijden door te eten.,radio,"1,
2,
3,
4,
5,
6,
7","Geen enkel ongemak,
Licht ongemak,
Mild ongemak,
Matig ongemak,
Redelijk ernstig ongemak,
Ernstig ongemak,
Zeer ernstig ongemak",,"3. Symptoms | GSRS Vragenlijst Maag- Darmklachten |  | gsrs_emptyfeelstomach | Heeft u last gehad van een LEEG GEVOEL in de maag? Met een leeg gevoel bedoelen wij hier een hongerig gevoel in de maag met behoefte om tussen de maaltijden door te eten. | radio | 1,
2,
3,
4,
5,
6,
7 | Geen enkel ongemak,
Licht ongemak,
Mild ongemak,
Matig ongemak,
Redelijk ernstig ongemak,
Ernstig ongemak,
Zeer ernstig ongemak"
3. Symptoms,GSRS Vragenlijst Maag- Darmklachten,gsrs_nausea,Heeft u last gehad van MISSELIJKHEID? Met misselijkheid wordt bedoeld onbehaaglijke gevoelens die kunnen overgaan in neiging tot braken of het braken zelf.,radio,"1,
2,
3,
4,
5,
6,
7","Geen enkel ongemak,
Licht ongemak,
Mild ongemak,
Matig ongemak,
Redelijk ernstig ongemak,
Ernstig ongemak,
Zeer ernstig ongemak",,"3. Symptoms | GSRS Vragenlijst Maag- Darmklachten |  | gsrs_nausea | Heeft u last gehad van MISSELIJKHEID? Met misselijkheid wordt bedoeld onbehaaglijke gevoelens die kunnen overgaan in neiging tot braken of het braken zelf. | radio | 1,
2,
3,
4,
5,
6,
7 | Geen enkel ongemak,
Licht ongemak,
Mild ongemak,
Matig ongemak,
Redelijk ernstig ongemak,
Ernstig ongemak,
Zeer ernstig ongemak"
3. Symptoms,GSRS Vragenlijst Maag- Darmklachten,gsrs_rumblingstomach,"Heeft u last gehad van KNORRENDE GELUIDEN in de maag? Met knorrende geluiden wordt bedoeld ""gerommel"" in de maag.",radio,"1,
2,
3,
4,
5,
6,
7","Geen enkel ongemak,
Licht ongemak,
Mild ongemak,
Matig ongemak,
Redelijk ernstig ongemak,
Ernstig ongemak,
Zeer ernstig ongemak",,"3. Symptoms | GSRS Vragenlijst Maag- Darmklachten |  | gsrs_rumblingstomach | Heeft u last gehad van KNORRENDE GELUIDEN in de maag? Met knorrende geluiden wordt bedoeld ""gerommel"" in de maag. | radio | 1,
2,
3,
4,
5,
6,
7 | Geen enkel ongemak,
Licht ongemak,
Mild ongemak,
Matig ongemak,
Redelijk ernstig ongemak,
Ernstig ongemak,
Zeer ernstig ongemak"
3. Symptoms,GSRS Vragenlijst Maag- Darmklachten,gsrs_feelbloated,"Heeft u de laatste week last gehad van een OPGEBLAZEN gevoel? Met een opgeblazen gevoel wordt spanning in de buik, vaak in combinatie met een gevoel van gasvorming in de buik.",radio,"1,
2,
3,
4,
5,
6,
7","Geen enkel ongemak,
Licht ongemak,
Mild ongemak,
Matig ongemak,
Redelijk ernstig ongemak,
Ernstig ongemak,
Zeer ernstig ongemak",,"3. Symptoms | GSRS Vragenlijst Maag- Darmklachten |  | gsrs_feelbloated | Heeft u de laatste week last gehad van een OPGEBLAZEN gevoel? Met een opgeblazen gevoel wordt spanning in de buik, vaak in combinatie met een gevoel van gasvorming in de buik. | radio | 1,
2,
3,
4,
5,
6,
7 | Geen enkel ongemak,
Licht ongemak,
Mild ongemak,
Matig ongemak,
Redelijk ernstig ongemak,
Ernstig ongemak,
Zeer ernstig ongemak"
3. Symptoms,GSRS Vragenlijst Maag- Darmklachten,gsrs_feelbloated_menstruation,Voor personen die menstrueren: was dit gevoel specifiek rondom uw menstruatie?,radio,"0,
1,
2","Nee,
Ja,
Niet van toepassing",,"3. Symptoms | GSRS Vragenlijst Maag- Darmklachten |  | gsrs_feelbloated_menstruation | Voor personen die menstrueren: was dit gevoel specifiek rondom uw menstruatie? | radio | 0,
1,
2 | Nee,
Ja,
Niet van toepassing"
3. Symptoms,GSRS Vragenlijst Maag- Darmklachten,gsrs_belching,"Heeft u de laatste week last gehad van OPRISPINGEN? Met oprispingen wordt bedoeld de behoefte om te boeren, vaak in combinatie met verlichting van het opgeblazen gevoel.",radio,"1,
2,
3,
4,
5,
6,
7","Geen enkel ongemak,
Licht ongemak,
Mild ongemak,
Matig ongemak,
Redelijk ernstig ongemak,
Ernstig ongemak,
Zeer ernstig ongemak",,"3. Symptoms | GSRS Vragenlijst Maag- Darmklachten |  | gsrs_belching | Heeft u de laatste week last gehad van OPRISPINGEN? Met oprispingen wordt bedoeld de behoefte om te boeren, vaak in combinatie met verlichting van het opgeblazen gevoel. | radio | 1,
2,
3,
4,
5,
6,
7 | Geen enkel ongemak,
Licht ongemak,
Mild ongemak,
Matig ongemak,
Redelijk ernstig ongemak,
Ernstig ongemak,
Zeer ernstig ongemak"
3. Symptoms,GSRS Vragenlijst Maag- Darmklachten,gsrs_flatulence,"Heeft u de laatste week last gehad van WINDERIGHEID? Met winderigheid wordt hier bedoeld het produceren van gas (*scheten) en deze ook ongecontroleerd laten, vaak in samenhang met verlichting van het opgeblazen gevoel.",radio,"1,
2,
3,
4,
5,
6,
7","Geen enkel ongemak,
Licht ongemak,
Mild ongemak,
Matig ongemak,
Redelijk ernstig ongemak,
Ernstig ongemak,
Zeer ernstig ongemak",,"3. Symptoms | GSRS Vragenlijst Maag- Darmklachten |  | gsrs_flatulence | Heeft u de laatste week last gehad van WINDERIGHEID? Met winderigheid wordt hier bedoeld het produceren van gas (*scheten) en deze ook ongecontroleerd laten, vaak in samenhang met verlichting van het opgeblazen gevoel. | radio | 1,
2,
3,
4,
5,
6,
7 | Geen enkel ongemak,
Licht ongemak,
Mild ongemak,
Matig ongemak,
Redelijk ernstig ongemak,
Ernstig ongemak,
Zeer ernstig ongemak"
3. Symptoms,GSRS Vragenlijst Maag- Darmklachten,gsrs_constipation,"Heeft u de laatste week last gehad van VERSTOPPING? Met verstopping wordt bedoeld dat de stoelgang moeizaam of minder vaak verloopt dan normaal, vaak gepaard met harde of droge ontlasting.",radio,"1,
2,
3,
4,
5,
6,
7","Geen enkel ongemak,
Licht ongemak,
Mild ongemak,
Matig ongemak,
Redelijk ernstig ongemak,
Ernstig ongemak,
Zeer ernstig ongemak",,"3. Symptoms | GSRS Vragenlijst Maag- Darmklachten |  | gsrs_constipation | Heeft u de laatste week last gehad van VERSTOPPING? Met verstopping wordt bedoeld dat de stoelgang moeizaam of minder vaak verloopt dan normaal, vaak gepaard met harde of droge ontlasting. | radio | 1,
2,
3,
4,
5,
6,
7 | Geen enkel ongemak,
Licht ongemak,
Mild ongemak,
Matig ongemak,
Redelijk ernstig ongemak,
Ernstig ongemak,
Zeer ernstig ongemak"
3. Symptoms,GSRS Vragenlijst Maag- Darmklachten,gsrs_diarrhea,Heeft u de laatste week last gehad van DIARREE? Met diarree wordt bedoeld dat de ontlasting dunner of wateriger is dan normaal en vaker per dag.,radio,"1,
2,
3,
4,
5,
6,
7","Geen enkel ongemak,
Licht ongemak,
Mild ongemak,
Matig ongemak,
Redelijk ernstig ongemak,
Ernstig ongemak,
Zeer ernstig ongemak",,"3. Symptoms | GSRS Vragenlijst Maag- Darmklachten |  | gsrs_diarrhea | Heeft u de laatste week last gehad van DIARREE? Met diarree wordt bedoeld dat de ontlasting dunner of wateriger is dan normaal en vaker per dag. | radio | 1,
2,
3,
4,
5,
6,
7 | Geen enkel ongemak,
Licht ongemak,
Mild ongemak,
Matig ongemak,
Redelijk ernstig ongemak,
Ernstig ongemak,
Zeer ernstig ongemak"
3. Symptoms,GSRS Vragenlijst Maag- Darmklachten,gsrs_loosestools,"Heeft u de laatste week last gehad van DUNNE ONTLASTING? Wanneer u afwisselend harde en dunne ontlasting (geen diarree) heeft gehad, wordt met deze vraag uitsluitend bedoeld in welke mate u last heeft gehad van dunne ontlasting. Sommige mensen hebben afwisselend last gehad van harde en dunnen ontlasting, ook dan vult u hier in de mate van ongemak in.",radio,"1,
2,
3,
4,
5,
6,
7","Geen enkel ongemak,
Licht ongemak,
Mild ongemak,
Matig ongemak,
Redelijk ernstig ongemak,
Ernstig ongemak,
Zeer ernstig ongemak",,"3. Symptoms | GSRS Vragenlijst Maag- Darmklachten |  | gsrs_loosestools | Heeft u de laatste week last gehad van DUNNE ONTLASTING? Wanneer u afwisselend harde en dunne ontlasting (geen diarree) heeft gehad, wordt met deze vraag uitsluitend bedoeld in welke mate u last heeft gehad van dunne ontlasting. Sommige mensen hebben afwisselend last gehad van harde en dunnen ontlasting, ook dan vult u hier in de mate van ongemak in. | radio | 1,
2,
3,
4,
5,
6,
7 | Geen enkel ongemak,
Licht ongemak,
Mild ongemak,
Matig ongemak,
Redelijk ernstig ongemak,
Ernstig ongemak,
Zeer ernstig ongemak"
3. Symptoms,GSRS Vragenlijst Maag- Darmklachten,gsrs_hardstools,"Heeft u de laatste week last gehad van HARDE ONTLASTING? Met harde ontlasting wordt bedoeld dat de ontlasting harder of droger is dan normaal. Wanneer u afwisselend harde en dunne ontlasting heeft gehad, wordt met deze vraag uitsluitend bedoeld in elke mate u last heeft gehad van harde ontlasting. Sommige mensen hebben afwisselend last van harde en dunne ontlasting, ook dan vult u hier in de mate van ongemak in.",radio,"1,
2,
3,
4,
5,
6,
7","Geen enkel ongemak,
Licht ongemak,
Mild ongemak,
Matig ongemak,
Redelijk ernstig ongemak,
Ernstig ongemak,
Zeer ernstig ongemak",,"3. Symptoms | GSRS Vragenlijst Maag- Darmklachten |  | gsrs_hardstools | Heeft u de laatste week last gehad van HARDE ONTLASTING? Met harde ontlasting wordt bedoeld dat de ontlasting harder of droger is dan normaal. Wanneer u afwisselend harde en dunne ontlasting heeft gehad, wordt met deze vraag uitsluitend bedoeld in elke mate u last heeft gehad van harde ontlasting. Sommige mensen hebben afwisselend last van harde en dunne ontlasting, ook dan vult u hier in de mate van ongemak in. | radio | 1,
2,
3,
4,
5,
6,
7 | Geen enkel ongemak,
Licht ongemak,
Mild ongemak,
Matig ongemak,
Redelijk ernstig ongemak,
Ernstig ongemak,
Zeer ernstig ongemak"
3. Symptoms,GSRS Vragenlijst Maag- Darmklachten,gsrs_urge,"Heeft u de laatste week last gehad van een STERKE AANDRANG TOT ONTLASTING? Met een sterke aandrang wordt bedoeld snel opgekomen behoefte om naar het toilet te gaan, vaak in samenhang met een gevoel van dit niet goed kunnen beheersen.",radio,"1,
2,
3,
4,
5,
6,
7","Geen enkel ongemak,
Licht ongemak,
Mild ongemak,
Matig ongemak,
Redelijk ernstig ongemak,
Ernstig ongemak,
Zeer ernstig ongemak",,"3. Symptoms | GSRS Vragenlijst Maag- Darmklachten |  | gsrs_urge | Heeft u de laatste week last gehad van een STERKE AANDRANG TOT ONTLASTING? Met een sterke aandrang wordt bedoeld snel opgekomen behoefte om naar het toilet te gaan, vaak in samenhang met een gevoel van dit niet goed kunnen beheersen. | radio | 1,
2,
3,
4,
5,
6,
7 | Geen enkel ongemak,
Licht ongemak,
Mild ongemak,
Matig ongemak,
Redelijk ernstig ongemak,
Ernstig ongemak,
Zeer ernstig ongemak"
3. Symptoms,GSRS Vragenlijst Maag- Darmklachten,gsrs_incompletestool,"Heeft u de laatste week een gevoel gehad van ONVOLLEDIGE ONTLEDIGING VAN DE DARM? Met onvolledige ontlediging wordt bedoeld dat u na het poepen nog niet het gevoel heeft dat er ontlasting achterblijft, terwijl u dacht klaar te zijn.",radio,"1,
2,
3,
4,
5,
6,
7","Geen enkel ongemak,
Licht ongemak,
Mild ongemak,
Matig ongemak,
Redelijk ernstig ongemak,
Ernstig ongemak,
Zeer ernstig ongemak",,"3. Symptoms | GSRS Vragenlijst Maag- Darmklachten |  | gsrs_incompletestool | Heeft u de laatste week een gevoel gehad van ONVOLLEDIGE ONTLEDIGING VAN DE DARM? Met onvolledige ontlediging wordt bedoeld dat u na het poepen nog niet het gevoel heeft dat er ontlasting achterblijft, terwijl u dacht klaar te zijn. | radio | 1,
2,
3,
4,
5,
6,
7 | Geen enkel ongemak,
Licht ongemak,
Mild ongemak,
Matig ongemak,
Redelijk ernstig ongemak,
Ernstig ongemak,
Zeer ernstig ongemak"
3. Symptoms,Medicatie en voedingssupplementen,antibiotics_use_5Y,Heeft u in de afgelopen vijf jaar antibiotica gebruikt?,radio,"0,
1","Nee,
Ja",,"3. Symptoms | Medicatie en voedingssupplementen |  | antibiotics_use_5Y | Heeft u in de afgelopen vijf jaar antibiotica gebruikt? | radio | 0,
1 | Nee,
Ja"
3. Symptoms,Medicatie en voedingssupplementen,antibiotics_use_5Y_courses,Hoe vaak heeft u in de afgelopen vijf jaar antibiotica gebruikt?,radio,"1_2,
3_4,
5_6,
gt_6","1 - 2 keer,
3 - 4 keer,
5 - 6 keer,
meer dan 6 keer",,"3. Symptoms | Medicatie en voedingssupplementen |  | antibiotics_use_5Y_courses | Hoe vaak heeft u in de afgelopen vijf jaar antibiotica gebruikt? | radio | 1_2,
3_4,
5_6,
gt_6 | 1 - 2 keer,
3 - 4 keer,
5 - 6 keer,
meer dan 6 keer"
3. Symptoms,Medicatie en voedingssupplementen,medication_use_3M,Heeft u in de afgelopen drie maanden een of meer van de volgende medicijnen gebruikt? Selecteer alle medicatie die u gebruikt heeft.,checkbox,"antibiotic,
antiviral,
metformin,
nsaid,
oral_contraceptive,
ppi,
ssri,
statin","**Antibiotica**,
**Antivirale medicatie**. Deze medicatie eindigt vaak op *-vir*.,
**Metformine**,
**Pijnstillers of ontstekingsremmers** in de groep van *niet-steroïde anti-inflammatoire geneesmiddelen (NSAIDs)*. Dit zijn bijvoorbeeld *ibuprofen*, *naproxen*, of *diclofenac*. Klik op de i naast de vraag voor een lijst van NSAIDS.,
**Orale anticonceptie** (""de pil""),
**Maagzuurremmers**. Deze worden ook wel protonpompremmers genoemd (PPIs), zoals bijvoorbeeld *omeprazol*, *esomeprazol, rabeprazol* en/of *pantoprazol*.,
**Antidepressiva** in de groep van *selectieve serotonine heropnameremmers (SSRIs)*. Dit zijn bijvoorbeeld *citalopram*, *escitalopram*, *fluoxetine*, en *sertraline*.,
**Cholesterolverlagers** (ook wel statines genoemd). Deze eindigen vaak op *-statine*, zoals bijvoorbeeld *simvastatine*, *atorvastatine*, of *rosuvastatine*.",,"3. Symptoms | Medicatie en voedingssupplementen |  | medication_use_3M | Heeft u in de afgelopen drie maanden een of meer van de volgende medicijnen gebruikt? Selecteer alle medicatie die u gebruikt heeft. | checkbox | antibiotic,
antiviral,
metformin,
nsaid,
oral_contraceptive,
ppi,
ssri,
statin | **Antibiotica**,
**Antivirale medicatie**. Deze medicatie eindigt vaak op *-vir*.,
**Metformine**,
**Pijnstillers of ontstekingsremmers** in de groep van *niet-steroïde anti-inflammatoire geneesmiddelen (NSAIDs)*. Dit zijn bijvoorbeeld *ibuprofen*, *naproxen*, of *diclofenac*. Klik op de i naast de vraag voor een lijst van NSAIDS.,
**Orale anticonceptie** (""de pil""),
**Maagzuurremmers**. Deze worden ook wel protonpompremmers genoemd (PPIs), zoals bijvoorbeeld *omeprazol*, *esomeprazol, rabeprazol* en/of *pantoprazol*.,
**Antidepressiva** in de groep van *selectieve serotonine heropnameremmers (SSRIs)*. Dit zijn bijvoorbeeld *citalopram*, *escitalopram*, *fluoxetine*, en *sertraline*.,
**Cholesterolverlagers** (ook wel statines genoemd). Deze eindigen vaak op *-statine*, zoals bijvoorbeeld *simvastatine*, *atorvastatine*, of *rosuvastatine*."
